New UPIN,Count,Min of Open Month,Actual Open Date,Months
162929,1,01/09/2020,01/09/2020,0
162933,1,01/10/2020,01/10/2020,0
162935,1,01/09/2020,01/09/2020,0
162936,1,01/03/2021,01/03/2021,0
162942,1,01/09/2021,01/09/2021,0
162947,1,01/03/2021,01/03/2021,0
162951,1,01/03/2021,01/03/2021,0
162952,1,01/04/2021,01/04/2021,0
162956,1,01/04/2021,01/04/2021,0
162958,1,01/12/2020,01/12/2020,0
162960,1,01/04/2021,01/04/2021,0
163009,1,01/12/2020,01/12/2020,0
163010,1,01/12/2020,01/12/2020,0
163011,1,01/09/2020,01/09/2020,0
163013,1,01/01/2021,01/01/2021,0
163014,1,01/01/2021,01/01/2021,0
163015,1,01/12/2020,01/12/2020,0
163016,1,01/12/2020,01/12/2020,0
163018,1,01/02/2021,01/02/2021,0
163019,1,01/11/2020,01/11/2020,0
163020,1,01/11/2020,01/11/2020,0
163022,1,01/11/2020,01/11/2020,0
163024,1,01/11/2020,01/11/2020,0
163025,1,01/11/2020,01/11/2020,0
163031,1,01/12/2020,01/12/2020,0
163032,1,01/12/2020,01/12/2020,0
163061,1,01/10/2020,01/10/2020,0
163062,1,01/12/2020,01/12/2020,0
163063,1,01/04/2021,01/04/2021,0
163064,1,01/12/2020,01/12/2020,0
163065,1,01/12/2020,01/12/2020,0
163066,1,01/01/2021,01/01/2021,0
163068,1,01/12/2020,01/12/2020,0
163069,1,01/12/2020,01/12/2020,0
163070,1,01/12/2020,01/12/2020,0
163071,1,01/12/2020,01/12/2020,0
163073,1,01/12/2020,01/12/2020,0
163074,1,01/04/2021,01/04/2021,0
163075,1,01/12/2020,01/12/2020,0
163076,1,01/03/2021,01/03/2021,0
163077,1,01/04/2021,01/04/2021,0
163078,1,01/02/2021,01/02/2021,0
163079,1,01/12/2020,01/12/2020,0
163081,1,01/12/2020,01/12/2020,0
163082,1,01/12/2020,01/12/2020,0
163084,1,01/04/2021,01/04/2021,0
163085,1,01/02/2021,01/02/2021,0
163086,1,01/12/2020,01/12/2020,0
163088,1,01/01/2021,01/01/2021,0
163109,1,01/09/2021,01/09/2021,0
163110,1,01/01/2021,01/01/2021,0
163112,1,01/01/2021,01/01/2021,0
163114,1,01/12/2020,01/12/2020,0
163115,1,01/12/2020,01/12/2020,0
163116,1,01/01/2021,01/01/2021,0
163117,1,01/01/2021,01/01/2021,0
163121,1,01/01/2021,01/01/2021,0
163124,1,01/01/2021,01/01/2021,0
163125,1,01/04/2021,01/04/2021,0
163126,1,01/04/2021,01/04/2021,0
163127,1,01/01/2021,01/01/2021,0
163132,1,01/01/2021,01/01/2021,0
163133,1,01/05/2021,01/05/2021,0
163134,1,01/02/2021,01/02/2021,0
163136,1,01/12/2020,01/12/2020,0
163137,1,01/06/2021,01/06/2021,0
163138,1,01/04/2021,01/04/2021,0
163140,1,01/11/2020,01/11/2020,0
163141,1,01/07/2021,01/07/2021,0
163142,1,01/01/2021,01/01/2021,0
163143,1,01/04/2021,01/04/2021,0
163144,1,01/01/2021,01/01/2021,0
163145,1,01/01/2021,01/01/2021,0
163146,1,01/01/2021,01/01/2021,0
163147,1,01/09/2021,01/09/2021,0
163150,1,01/01/2021,01/01/2021,0
163151,1,01/10/2021,01/10/2021,0
163152,1,01/10/2021,01/10/2021,0
163153,1,01/10/2021,01/10/2021,0
163154,1,01/07/2021,01/07/2021,0
163155,1,01/07/2021,01/07/2021,0
163156,1,01/07/2021,01/07/2021,0
163158,1,01/07/2021,01/07/2021,0
163159,1,01/04/2022,01/04/2022,0
163160,1,01/01/2021,01/01/2021,0
163161,1,01/01/2021,01/01/2021,0
163162,1,01/09/2021,01/09/2021,0
163163,1,01/09/2021,01/09/2021,0
163164,1,01/01/2021,01/01/2021,0
163165,1,01/01/2021,01/01/2021,0
163166,1,01/03/2021,01/03/2021,0
163174,1,01/04/2021,01/04/2021,0
163175,1,01/02/2021,01/02/2021,0
163177,1,01/12/2020,01/12/2020,0
163178,1,01/09/2021,01/09/2021,0
163179,1,01/09/2021,01/09/2021,0
163180,1,01/05/2021,01/05/2021,0
163181,1,01/02/2021,01/02/2021,0
163182,1,01/02/2021,01/02/2021,0
163183,1,01/04/2021,01/04/2021,0
163184,1,01/03/2021,01/03/2021,0
163185,1,01/03/2021,01/03/2021,0
163187,1,01/03/2021,01/03/2021,0
163188,1,01/03/2021,01/03/2021,0
163191,1,01/04/2021,01/04/2021,0
163203,1,01/09/2021,01/09/2021,0
163206,1,01/04/2022,01/04/2022,0
163209,1,01/07/2021,01/07/2021,0
163210,1,01/04/2021,01/04/2021,0
163212,1,01/03/2022,01/03/2022,0
163214,1,01/09/2021,01/09/2021,0
163216,1,01/04/2022,01/04/2022,0
163217,1,01/04/2022,01/04/2022,0
163218,1,01/04/2022,01/04/2022,0
163220,1,01/03/2022,01/03/2022,0
163221,1,01/04/2021,01/04/2021,0
163224,1,01/09/2021,01/09/2021,0
163226,1,01/03/2021,01/03/2021,0
163227,1,01/04/2022,01/04/2022,0
163232,1,01/03/2022,01/03/2022,0
163238,1,01/05/2021,01/05/2021,0
163239,1,01/04/2021,01/04/2021,0
163240,1,01/04/2021,01/04/2021,0
163242,1,01/02/2021,01/02/2021,0
163243,1,01/03/2021,01/03/2021,0
163244,1,01/03/2021,01/03/2021,0
163245,1,01/03/2021,01/03/2021,0
163246,1,01/03/2021,01/03/2021,0
163264,1,01/04/2021,01/04/2021,0
163265,1,01/04/2021,01/04/2021,0
163270,1,01/04/2021,01/04/2021,0
163272,1,01/04/2021,01/04/2021,0
163274,1,01/04/2021,01/04/2021,0
163276,1,01/04/2021,01/04/2021,0
163277,1,01/04/2021,01/04/2021,0
163279,1,01/04/2021,01/04/2021,0
163280,1,01/04/2021,01/04/2021,0
163282,1,01/04/2021,01/04/2021,0
163283,1,01/05/2021,01/05/2021,0
163284,1,01/09/2021,01/09/2021,0
163285,1,01/04/2021,01/04/2021,0
163286,1,01/04/2021,01/04/2021,0
163288,1,01/04/2021,01/04/2021,0
163289,1,01/09/2021,01/09/2021,0
163290,1,01/04/2021,01/04/2021,0
163291,1,01/09/2021,01/09/2021,0
163292,1,01/09/2021,01/09/2021,0
163294,1,01/04/2021,01/04/2021,0
163296,1,01/04/2021,01/04/2021,0
163297,1,01/09/2021,01/09/2021,0
163299,1,01/09/2021,01/09/2021,0
163300,1,01/09/2021,01/09/2021,0
163301,1,01/09/2021,01/09/2021,0
163302,1,01/09/2021,01/09/2021,0
163304,1,01/04/2021,01/04/2021,0
163305,1,01/09/2021,01/09/2021,0
163307,1,01/04/2021,01/04/2021,0
163308,1,01/04/2021,01/04/2021,0
163309,1,01/04/2021,01/04/2021,0
163310,1,01/04/2021,01/04/2021,0
163311,1,01/09/2021,01/09/2021,0
163313,1,01/09/2021,01/09/2021,0
163314,1,01/04/2021,01/04/2021,0
163315,1,01/04/2021,01/04/2021,0
163316,1,01/04/2021,01/04/2021,0
163317,1,01/04/2021,01/04/2021,0
163320,1,01/04/2021,01/04/2021,0
163321,1,01/05/2021,01/05/2021,0
163322,1,01/04/2021,01/04/2021,0
163323,1,01/09/2021,01/09/2021,0
163324,1,01/04/2021,01/04/2021,0
163336,1,01/09/2021,01/09/2021,0
163337,1,01/04/2021,01/04/2021,0
163339,1,01/04/2021,01/04/2021,0
163340,1,01/09/2021,01/09/2021,0
163341,1,01/07/2021,01/07/2021,0
163342,1,01/05/2021,01/05/2021,0
163343,1,01/08/2021,01/08/2021,0
163344,1,01/09/2021,01/09/2021,0
163345,1,01/05/2021,01/05/2021,0
163347,1,01/04/2021,01/04/2021,0
163349,1,01/09/2021,01/09/2021,0
163350,1,01/09/2021,01/09/2021,0
163351,1,01/09/2021,01/09/2021,0
163353,1,01/09/2021,01/09/2021,0
163355,1,01/05/2021,01/05/2021,0
163357,1,01/06/2021,01/06/2021,0
163363,1,01/09/2021,01/09/2021,0
163369,1,01/02/2022,01/02/2022,0
163370,1,01/09/2021,01/09/2021,0
163371,1,01/06/2021,01/06/2021,0
163372,1,01/06/2021,01/06/2021,0
163386,1,01/09/2021,01/09/2021,0
163387,1,01/09/2021,01/09/2021,0
163389,1,01/09/2021,01/09/2021,0
163390,1,01/09/2021,01/09/2021,0
163391,1,01/07/2021,01/07/2021,0
163393,1,01/09/2021,01/09/2021,0
163398,1,01/09/2021,01/09/2021,0
163400,1,01/09/2021,01/09/2021,0
163401,1,01/09/2021,01/09/2021,0
163402,1,01/09/2021,01/09/2021,0
163404,1,01/09/2021,01/09/2021,0
163405,1,01/09/2021,01/09/2021,0
163406,1,01/09/2021,01/09/2021,0
163407,1,01/09/2021,01/09/2021,0
163408,1,01/09/2021,01/09/2021,0
163409,1,01/09/2021,01/09/2021,0
163410,1,01/09/2021,01/09/2021,0
163411,1,01/09/2021,01/09/2021,0
163412,1,01/09/2021,01/09/2021,0
163413,1,01/09/2021,01/09/2021,0
163414,1,01/09/2021,01/09/2021,0
163415,1,01/09/2021,01/09/2021,0
163416,1,01/09/2021,01/09/2021,0
163417,1,01/09/2021,01/09/2021,0
163418,1,01/09/2021,01/09/2021,0
163419,1,01/09/2021,01/09/2021,0
163420,1,01/09/2021,01/09/2021,0
163421,1,01/09/2021,01/09/2021,0
163422,1,01/09/2021,01/09/2021,0
163424,1,01/09/2021,01/09/2021,0
163425,1,01/09/2021,01/09/2021,0
163426,1,01/09/2021,01/09/2021,0
163427,1,01/09/2021,01/09/2021,0
163428,1,01/09/2021,01/09/2021,0
163429,1,01/09/2021,01/09/2021,0
163430,1,01/09/2021,01/09/2021,0
163431,1,01/09/2021,01/09/2021,0
163432,1,01/09/2021,01/09/2021,0
163433,1,01/09/2021,01/09/2021,0
163434,1,01/09/2021,01/09/2021,0
163435,1,01/09/2021,01/09/2021,0
163438,1,01/09/2021,01/09/2021,0
163439,1,01/09/2021,01/09/2021,0
163440,1,01/09/2021,01/09/2021,0
163441,1,01/09/2021,01/09/2021,0
163442,1,01/09/2021,01/09/2021,0
163443,1,01/09/2021,01/09/2021,0
163444,1,01/09/2021,01/09/2021,0
163445,1,01/09/2021,01/09/2021,0
163447,1,01/09/2021,01/09/2021,0
163448,1,01/09/2021,01/09/2021,0
163449,1,01/09/2021,01/09/2021,0
163450,1,01/09/2021,01/09/2021,0
163451,1,01/09/2021,01/09/2021,0
163454,1,01/08/2021,01/08/2021,0
163455,1,01/09/2021,01/09/2021,0
163456,1,01/08/2021,01/08/2021,0
163457,1,01/09/2021,01/09/2021,0
163458,1,01/09/2021,01/09/2021,0
163459,1,01/08/2021,01/08/2021,0
163460,1,01/09/2021,01/09/2021,0
163461,1,01/10/2021,01/10/2021,0
163462,1,01/12/2021,01/12/2021,0
163464,1,01/09/2021,01/09/2021,0
163465,1,01/08/2021,01/08/2021,0
163466,1,01/08/2021,01/08/2021,0
163476,1,01/03/2022,01/03/2022,0
163478,1,01/09/2021,01/09/2021,0
163479,1,01/09/2021,01/09/2021,0
163480,1,01/12/2021,01/12/2021,0
163481,1,01/01/2022,01/01/2022,0
163482,1,01/09/2021,01/09/2021,0
163484,1,01/01/2022,01/01/2022,0
163485,1,01/09/2021,01/09/2021,0
163486,1,01/09/2021,01/09/2021,0
163491,1,01/12/2021,01/12/2021,0
163493,1,01/09/2021,01/09/2021,0
163494,1,01/09/2021,01/09/2021,0
163495,1,01/09/2021,01/09/2021,0
163499,1,01/09/2021,01/09/2021,0
163501,1,01/09/2021,01/09/2021,0
163502,1,01/09/2021,01/09/2021,0
163503,3,01/02/2022,01/02/2022,0
163504,1,01/12/2021,01/12/2021,0
163505,1,01/09/2021,01/09/2021,0
163509,1,01/09/2021,01/09/2021,0
163511,1,01/09/2021,01/09/2021,0
163526,1,01/10/2021,01/10/2021,0
163527,1,01/10/2021,01/10/2021,0
163528,1,01/10/2021,01/10/2021,0
163529,1,01/11/2021,01/11/2021,0
163532,1,01/10/2021,01/10/2021,0
163533,1,01/10/2021,01/10/2021,0
163535,1,01/10/2021,01/10/2021,0
163552,1,01/03/2022,01/03/2022,0
163554,1,01/10/2021,01/10/2021,0
163555,1,01/10/2021,01/10/2021,0
163556,1,01/10/2021,01/10/2021,0
163558,1,01/10/2021,01/10/2021,0
163560,1,01/10/2021,01/10/2021,0
163561,1,01/10/2021,01/10/2021,0
163563,1,01/01/2022,01/01/2022,0
163583,1,01/01/2022,01/01/2022,0
163587,1,01/01/2022,01/01/2022,0
163588,1,01/11/2021,01/11/2021,0
163589,1,01/04/2022,01/04/2022,0
163591,1,01/01/2022,01/01/2022,0
163592,1,01/11/2021,01/11/2021,0
163593,1,01/02/2022,01/02/2022,0
163595,1,01/12/2021,01/12/2021,0
163596,1,01/12/2021,01/12/2021,0
163597,1,01/11/2021,01/11/2021,0
163598,1,01/11/2021,01/11/2021,0
163603,1,01/11/2021,01/11/2021,0
163604,1,01/02/2022,01/02/2022,0
163605,1,01/11/2021,01/11/2021,0
163606,1,01/11/2021,01/11/2021,0
163607,1,01/02/2022,01/02/2022,0
163608,1,01/04/2022,01/04/2022,0
163624,1,01/02/2022,01/02/2022,0
163625,1,01/03/2022,01/03/2022,0
163629,1,01/02/2022,01/02/2022,0
163634,1,01/01/2022,01/01/2022,0
163635,1,01/04/2022,01/04/2022,0
163637,1,01/04/2022,01/04/2022,0
163638,1,01/01/2022,01/01/2022,0
163639,1,01/04/2022,01/04/2022,0
163640,1,01/01/2022,01/01/2022,0
163641,1,01/03/2022,01/03/2022,0
163643,1,01/01/2022,01/01/2022,0
163644,1,01/04/2022,01/04/2022,0
163647,1,01/03/2022,01/03/2022,0
163648,1,01/04/2022,01/04/2022,0
163651,1,01/01/2022,01/01/2022,0
163653,1,01/03/2022,01/03/2022,0
163654,1,01/01/2022,01/01/2022,0
163655,1,01/02/2022,01/02/2022,0
163656,1,01/04/2022,01/04/2022,0
163658,1,01/02/2022,01/02/2022,0
163660,1,01/04/2022,01/04/2022,0
163661,1,01/04/2022,01/04/2022,0
163662,1,01/02/2022,01/02/2022,0
163675,1,01/04/2022,01/04/2022,0
163678,1,01/04/2022,01/04/2022,0
163680,1,01/03/2022,01/03/2022,0
163681,1,01/03/2022,01/03/2022,0
163684,1,01/03/2022,01/03/2022,0
163685,1,01/03/2022,01/03/2022,0
163686,1,01/03/2022,01/03/2022,0
163687,1,01/03/2022,01/03/2022,0
163688,1,01/03/2022,01/03/2022,0
163701,1,01/03/2022,01/03/2022,0
163702,1,01/02/2022,01/02/2022,0
163703,1,01/02/2022,01/02/2022,0
163704,1,01/04/2022,01/04/2022,0
163708,1,01/04/2022,01/04/2022,0
163709,1,01/04/2022,01/04/2022,0
163713,1,01/04/2022,01/04/2022,0
163714,1,01/03/2022,01/03/2022,0
163719,1,01/02/2022,01/02/2022,0
163721,1,01/02/2022,01/02/2022,0
163726,1,01/02/2022,01/02/2022,0
163729,1,01/02/2022,01/02/2022,0
163731,1,01/04/2022,01/04/2022,0
163737,1,01/03/2022,01/03/2022,0
163738,1,01/03/2022,01/03/2022,0
163739,1,01/04/2022,01/04/2022,0
163746,1,01/04/2022,01/04/2022,0
163756,1,01/04/2022,01/04/2022,0
163758,1,01/04/2022,01/04/2022,0
163760,1,01/04/2022,01/04/2022,0
163764,1,01/04/2022,01/04/2022,0
163768,1,01/04/2022,01/04/2022,0
163769,1,01/04/2022,01/04/2022,0
163771,1,01/04/2022,01/04/2022,0
163773,1,01/04/2022,01/04/2022,0
163775,1,01/04/2022,01/04/2022,0
163777,1,01/04/2022,01/04/2022,0
163784,1,01/04/2022,01/04/2022,0
163785,1,01/04/2022,01/04/2022,0
163786,1,01/04/2022,01/04/2022,0
163794,1,01/04/2022,01/04/2022,0
163800,1,01/04/2022,01/04/2022,0
163842,1,01/04/2022,01/04/2022,0
163399,1,01/09/2021,23/08/2021,-1
163403,1,01/09/2021,31/08/2021,-1
163452,1,01/09/2021,31/08/2021,-1
163496,1,01/04/2022,01/02/2022,-2
114146,1,01/09/2019,,
114262,1,01/02/2020,,
114350,1,01/02/2020,,
114564,1,01/02/2020,,
119932,1,01/09/2021,,
120761,2,01/06/2019,,
122257,1,01/12/2020,,
123521,1,01/09/2019,,
124016,1,01/02/2020,,
124553,1,01/04/2019,,
127399,1,01/09/2019,,
132945,1,01/11/2020,,
134010,2,01/09/2020,,
138836,2,01/06/2019,,
138950,2,01/09/2019,,
139229,2,01/06/2019,,
139247,1,01/04/2019,,
139322,1,01/09/2021,,
139353,1,01/04/2019,,
139447,1,01/08/2019,,
140533,2,01/09/2019,,
140536,1,01/07/2019,,
140793,1,01/08/2019,,
140820,1,01/09/2019,,
141074,2,01/06/2019,,
141112,1,01/09/2020,,
141526,3,01/06/2019,,
141540,1,01/09/2019,,
141567,2,01/07/2019,,
141635,5,01/06/2019,,
141648,1,01/09/2019,,
151696,3,01/06/2019,,
151775,1,01/06/2019,,
151778,1,01/06/2019,,
151779,1,01/06/2019,,
151829,1,01/09/2019,,
151833,3,01/09/2019,,
151921,1,01/06/2019,,
152141,1,01/09/2019,,
162161,1,01/09/2019,,
162182,1,01/09/2019,,
162205,1,01/09/2019,,
162234,1,01/09/2019,,
162235,1,01/09/2019,,
162237,1,01/09/2019,,
162250,1,01/09/2019,,
162843,2,01/01/2021,,
162943,1,01/09/2020,,
162957,1,01/09/2020,,
163213,1,01/09/2021,,
163298,2,01/06/2021,,
163436,1,01/09/2021,,
163483,1,01/09/2021,,
503825,1,01/12/2019,,
509894,1,01/12/2019,,
509901,1,01/12/2019,,
513839,1,01/04/2020,,
514109,1,01/02/2020,,
589216,1,01/02/2020,,
